Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;56;112.015;95.7055;95.7479;1002;965;937;872;843;823;785;778;772;749;744;740;737;736;712;705;697;686;676;83.4815;0;88.0688;34.5488;22;13;4;3;2;2;297;0;1335;0;871;1323;315;2245;0;717;700;182;3010;0;324;413;97;2264;0;268;111;1201
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;57;107.655;95.8842;94.9873;1007;981;920;892;838;817;760;756;725;696;658;611;591;545;527;459;445;440;432;69.8208;0;69.7243;38.4388;22;12;4;1;1;1;686;0;1418;0;707;1500;219;2092;0;610;980;162;2699;0;245;750;150;1701;0;607;226;1310
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;58;93.3858;81.1504;79.7092;1014;986;943;933;902;871;853;837;804;798;768;731;702;658;595;565;558;499;476;63.2409;0;62.2377;41.3747;19;11;4;3;3;2;310;0;828;0;542;2045;429;1681;0;405;1472;286;2457;0;66;1267;54;2230;0;0;997;617
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;59;107.835;97.8254;93.5206;981;910;850;830;788;764;745;734;720;709;689;656;654;650;624;575;470;470;422;56.23;0;46.8624;50.0376;25;11;5;3;3;2;869;0;1111;0;622;1180;931;2022;0;378;633;811;2585;0;307;229;723;1956;0;691;500;697
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;60;89.8967;87.9207;86.3405;1045;1003;926;890;867;810;732;656;586;516;400;321;288;284;255;254;161;127;50;80.9188;0;81.6953;86.6202;20;11;4;7;5;3;544;0;360;0;1042;2167;275;1178;0;902;1590;174;2032;0;927;737;148;3112;0;671;61;0
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;61;100.805;95.7284;94.1548;1078;1069;966;941;891;866;801;763;711;616;558;421;288;274;238;234;228;129;103;76.7581;0;82.5836;77.1167;28;16;4;4;3;1;693;0;296;0;2075;1436;37;485;0;2206;1146;7;1220;0;2021;601;2;1764;0;2080;0;0
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;62;105.349;94.6444;92.135;986;964;951;945;939;927;892;874;831;806;786;727;670;639;543;537;494;494;491;63.0869;0;65.7395;56.433;27;16;8;1;1;1;766;0;1004;0;799;1885;156;2044;0;464;1248;88;3055;0;105;668;16;3270;0;22;60;492
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;63;99.0991;82.6415;80.8447;985;969;949;937;894;874;861;826;818;815;772;763;714;699;625;605;575;535;508;67.7118;0;63.6237;47.2397;23;14;6;4;3;3;1342;0;642;0;590;2438;174;1981;0;229;1590;44;3078;0;29;737;0;3483;0;0;356;5
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;64;94.3959;86.0796;83.8223;1005;969;952;933;926;914;894;857;804;698;646;637;611;603;577;509;465;433;429;65.5411;0;65.4977;54.8531;25;13;5;2;1;0;1200;0;931;0;549;2106;258;1854;0;444;1393;153;2528;0;148;1099;69;2287;0;223;906;428
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;65;125.528;110.776;110.207;1022;998;946;889;874;795;781;754;744;724;699;690;672;671;642;641;632;631;566;71.5562;0;72.7116;28.5322;25;15;5;9;8;4;138;0;1415;0;910;1151;368;2009;0;906;721;208;2712;0;583;385;164;1870;0;1161;477;336
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;66;102.814;85.1941;84.7027;1040;1013;971;930;867;830;806;773;668;642;612;573;523;504;493;488;386;386;378;66.5211;0;68.9776;33.0229;16;10;4;4;4;3;804;0;783;0;872;1871;318;1199;0;717;1660;268;1800;0;317;1539;188;1971;0;83;1356;434
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;67;123.467;104.648;103.708;1030;1010;982;956;937;916;895;876;858;838;830;815;814;804;781;770;687;687;665;73.4615;0;71.5894;27.3392;35;13;5;4;3;2;936;0;1561;0;769;1361;153;2427;0;468;858;91;3333;0;47;442;22;3183;0;193;230;238
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;68;85.4566;73.1358;71.4659;1041;979;951;925;912;883;833;806;685;678;642;604;589;554;546;514;461;377;349;62.9108;0;61.0699;38.2697;15;8;4;3;2;2;726;0;560;0;453;2420;411;1364;0;239;2034;207;1943;0;10;1848;43;1987;0;0;1841;16
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;69;65.5749;60.8915;58.2666;990;961;900;861;843;784;729;722;606;562;532;464;400;372;294;290;188;150;116;54.2955;0;52.2046;54.0125;7;5;3;2;2;2;248;0;175;0;273;3107;289;814;0;120;2841;69;1221;0;67;2556;0;1047;0;12;2694;91
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;70;78.6407;78.5775;77.0174;1069;1003;953;922;844;785;695;636;550;412;330;173;137;137;131;126;123;72;72;100.512;0;83.5621;108.169;17;8;4;5;5;3;268;0;92;0;574;2909;269;1400;0;637;1652;155;2595;0;614;519;116;2946;0;586;312;0
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;71;96.9448;93.1818;90.7976;1032;1024;969;911;877;856;820;780;724;690;618;545;535;474;402;355;212;199;183;79.7107;0;76.1643;85.3537;33;15;5;8;5;2;364;0;215;0;1626;1938;65;800;0;1493;1528;23;1781;0;1507;548;8;1987;0;1827;0;30
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;72;87.0364;80.4906;77.2435;1018;972;906;851;828;813;747;690;620;573;559;467;464;424;388;297;241;240;216;57.4433;0;56.4072;60.2281;16;8;3;1;1;1;227;0;680;0;339;1740;1085;1210;0;276;1368;990;1528;0;148;1293;875;1316;0;0;1314;1214
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;73;82.5427;75.73;73.263;1008;991;916;901;864;838;799;780;777;753;698;608;537;503;492;445;428;314;294;63.236;0;61.2896;61.5712;22;12;4;1;1;1;1170;0;590;0;327;2736;191;1632;0;168;1948;96;2052;0;43;1749;0;2252;0;0;1467;125
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;74;82.3608;76.8694;73.8749;995;960;910;887;838;816;760;750;721;704;633;598;546;460;429;337;259;256;255;72.5143;0;65.3246;79.0701;10;6;3;1;1;1;661;0;485;0;448;2524;387;1143;0;347;2006;348;1344;0;237;2039;224;1218;0;229;2121;276
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;75;130.336;103.685;103.26;1018;990;929;911;899;875;857;849;839;821;793;789;764;755;726;713;684;682;667;78.9579;0;80.6244;19.9274;32;14;5;3;2;2;464;0;1487;0;1052;1149;156;2005;0;674;1054;111;3377;0;234;143;90;2651;0;620;175;398
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;76;94.7412;81.6964;81.8241;1084;1065;1032;1011;972;945;919;878;827;799;752;678;634;596;592;556;540;513;475;79.2071;0;83.6344;29.3352;26;14;6;7;4;3;403;0;727;0;606;2283;228;1424;0;324;1999;97;2658;0;31;1141;14;2793;0;23;777;251
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;77;107.068;93.2565;91.5856;1088;1059;1022;969;914;871;830;798;765;723;681;647;566;536;490;370;322;322;272;61.8629;0;62.329;30.9432;12;10;2;0;0;0;827;0;1025;0;751;1158;910;1529;0;817;787;711;1674;0;691;811;668;1186;0;750;1121;787
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;78;99.6576;90.9766;88.1028;972;934;886;817;794;760;718;709;688;656;628;595;583;563;511;485;403;398;382;47.4225;0;45.7993;43.6318;16;8;4;4;3;2;19;0;909;0;365;1838;732;1408;0;379;1572;485;1717;0;420;1498;209;1184;0;780;1576;304
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;79;126.528;110.506;109.025;977;933;894;871;828;781;762;753;732;715;625;612;586;578;540;535;525;525;481;43.7118;0;42.4701;24.8852;20;13;6;5;4;3;376;0;1152;0;1285;867;540;1619;0;1415;468;342;1972;0;1207;487;178;678;0;1644;1150;372
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;80;90.2084;88.0713;86.0669;1036;1006;965;944;933;872;792;773;739;648;615;598;532;514;455;449;301;240;213;94.9831;0;80.5727;99.8701;31;16;5;3;2;2;661;0;107;0;1503;2007;227;884;0;1436;1449;75;1771;0;1342;719;12;2444;0;1379;21;0
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;81;76.0364;76.8137;75.7081;1101;1080;1021;987;918;834;709;677;548;450;337;277;236;138;123;100;66;22;21;106.528;0;86.2963;114.236;22;10;4;3;3;3;181;0;57;0;623;2954;210;1029;0;442;2268;105;2288;0;368;1177;11;3305;0;137;402;0
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;82;101.368;89.6652;87.5619;1102;1097;1065;1042;1031;977;956;920;888;842;773;767;703;696;672;630;582;550;530;68.9789;0;70.5287;55.2993;32;17;8;9;7;3;846;0;845;0;696;2267;36;1827;0;302;1703;12;3514;0;28;302;0;3710;0;0;38;96
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;83;83.2042;76.3452;74.121;989;951;907;882;854;818;764;735;665;635;568;546;526;524;487;470;443;384;349;78.8754;0;74.1947;79.4055;29;14;4;5;4;3;633;0;580;0;460;2699;105;1085;0;111;2590;58;2125;0;0;1719;0;2404;0;0;1440;0
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;84;95.0068;82.7963;80.9672;1020;1003;951;918;873;859;800;771;730;648;518;517;503;502;482;458;451;443;438;65.0778;0;67.0131;61.1471;22;14;4;2;2;2;283;0;739;0;705;2327;73;1662;0;342;1783;57;2172;0;150;1473;49;2190;0;463;1006;185
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;85;140.493;120.271;119.162;1012;966;943;916;868;853;787;767;737;712;692;637;605;595;558;533;505;491;453;64.7032;0;64.0844;24.6922;39;18;7;7;6;3;550;0;1663;0;1444;574;163;2249;0;1126;412;57;2800;0;888;141;15;1598;0;1905;341;0
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;86;117.946;101.923;101.42;1012;931;909;873;838;807;782;723;670;639;542;532;513;471;408;387;334;326;218;81.7625;0;82.5394;28.5635;23;12;3;6;5;2;234;0;802;0;1622;979;441;1067;0;1518;1048;211;2488;0;896;314;146;2076;0;750;861;157
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;87;146.844;119.458;117.703;1029;1012;998;970;940;914;909;881;856;837;831;813;802;798;788;769;727;724;661;52.8634;0;51.4301;17.8851;30;14;6;4;3;3;236;0;1480;0;1487;841;36;2096;0;759;978;11;3486;0;236;113;9;2152;0;1686;3;3
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;88;111.728;99.3052;97.8338;1107;1087;1052;1019;989;926;907;865;830;788;774;766;757;735;692;682;650;631;541;54.3005;0;53.1543;32.1542;34;16;7;5;5;3;180;0;1027;0;782;1907;128;2332;0;215;1228;69;3636;0;32;153;23;3552;0;292;0;0
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;89;130.911;114.459;112.868;1046;1016;954;932;914;877;840;782;770;755;738;708;699;678;649;624;612;602;505;46.6311;0;45.2284;21.5391;33;12;4;5;4;2;140;0;1518;0;1383;700;243;1907;0;1142;760;35;2968;0;511;365;0;1715;0;1881;190;58
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;90;79.1717;80.2216;78.8226;1108;1070;956;912;822;685;626;612;506;455;382;308;288;220;182;171;113;65;65;111.236;180;85.6259;113.582;20;11;5;4;3;2;498;0;61;0;1032;2691;60;1030;0;817;1955;42;2411;0;684;713;36;3598;0;220;0;26
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;91;77.3327;77.6496;76.2901;1063;1030;927;877;832;783;679;599;435;383;286;285;200;196;178;128;128;128;127;116.422;180;86.9859;114.686;19;12;6;6;6;4;913;0;213;0;555;2859;217;1280;0;308;2090;166;2740;0;186;771;147;3434;0;0;225;185
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;92;77.4097;74.9321;71.2079;1041;1015;947;860;813;769;711;665;607;475;409;384;310;293;187;184;178;176;156;69.6639;60;55.4369;53.9908;15;8;3;4;3;1;540;0;216;0;271;2091;1266;985;0;106;1644;1109;1681;0;0;1185;978;1939;0;0;1568;337
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;93;65.9243;66.4823;63.1902;940;910;832;808;794;764;719;677;604;549;499;456;273;234;212;191;191;190;186;81.1384;60;63.8945;65.5725;6;4;2;2;1;1;0;0;280;0;85;2785;694;617;0;42;2695;490;684;0;0;2767;393;584;0;0;3253;7
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;94;117.421;102.196;100.411;1024;980;945;924;902;887;852;816;788;728;697;671;634;615;568;560;523;510;410;65.4495;0;66.4742;48.7467;27;14;5;6;4;2;53;0;1265;0;939;1302;338;2095;0;596;996;157;2897;0;189;674;84;2305;0;893;543;103
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;95;120.293;106.334;105.893;976;951;908;898;861;835;806;793;748;715;680;632;598;586;540;512;462;435;370;71.1394;0;74.2542;28.9204;29;15;6;7;5;4;489;0;1177;0;1440;1104;123;1565;0;1347;852;80;2700;0;837;275;32;2133;0;1552;105;54
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;96;105.857;91.0317;89.5757;1064;1050;1028;990;970;923;867;826;777;753;678;635;615;556;519;403;357;353;253;64.1355;0;59.957;32.5362;39;17;5;6;6;2;397;0;641;0;1050;2041;112;1474;0;529;1807;34;3486;0;19;331;8;3808;0;0;36;0
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;97;99.8939;86.859;85.3642;1108;1091;1055;1034;1017;1003;989;930;899;865;777;758;722;677;634;608;567;528;474;59.2404;0;55.156;28.3423;28;14;4;2;2;2;78;0;546;0;959;2219;120;1740;0;480;1610;14;3452;0;63;329;0;3578;0;19;166;81
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;98;82.0752;73.3228;71.0338;1066;1048;1011;983;965;933;866;851;832;797;706;583;512;436;421;341;263;254;146;55.3967;0;48.1932;38.8653;22;13;5;3;3;2;418;0;190;0;269;2976;409;1881;0;68;1676;219;2858;0;0;930;56;3348;0;0;496;0
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\1\01.bmp;99;158.413;142.238;139.215;966;940;902;892;831;783;763;706;690;669;628;592;582;578;558;546;529;512;445;35.2232;0;34.8861;30.7705;25;13;4;4;4;3;251;0;1832;0;999;889;124;2107;0;1179;550;8;2516;0;1054;274;0;2632;0;1018;133;61
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;0;89.2687;100.389;62.9396;811;462;360;355;318;298;268;253;241;240;189;189;189;185;184;183;182;180;172;77.3413;73;14.3582;15.0003;2;2;2;0;0;0;0;0;148;0;448;265;2983;57;0;343;680;2764;5;0;177;824;2838;12;0;582;36;3214
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;1;87.2695;102.252;61.1941;897;748;419;180;90;36;17;0;0;0;0;0;0;0;0;0;0;0;0;82.0741;73;7.74714;11.9323;0;0;0;0;0;0;0;0;116;0;53;36;3639;19;0;106;1;3718;13;0;151;4;3676;25;0;794;28;2997
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;2;83.4599;102.668;62.1909;716;596;313;192;64;45;20;20;19;18;12;12;8;8;8;8;8;8;0;88.4974;93;6.89751;8.23737;0;0;0;0;0;0;0;0;13;0;142;67;3622;5;0;114;10;3715;0;0;26;16;3802;0;0;332;6;3506
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;3;79.2115;95.8143;59.1993;741;680;492;272;56;34;13;13;7;7;7;7;7;7;7;7;7;7;1;86.4045;95;10.2224;13.3566;0;0;0;0;0;0;0;0;90;0;125;693;2936;0;0;146;293;3405;0;0;78;167;3599;0;0;31;7;3806
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;4;71.6993;86.7079;52.8345;612;436;218;98;86;74;63;63;63;63;62;50;50;48;48;42;41;40;13;86.4017;90;7.16004;8.01358;0;0;0;0;0;0;0;0;61;0;6;836;2941;10;0;33;559;3242;0;0;0;673;3171;0;0;0;54;3790
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;5;82.4407;96.6191;63.1738;856;649;509;423;303;192;94;65;42;42;40;38;26;26;26;26;23;23;23;84.3507;87;10.352;10.6857;4;2;2;0;0;0;549;0;640;0;227;731;2246;502;0;450;383;2509;469;0;518;358;2499;0;0;845;443;2556
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;6;83.4144;99.634;60.1961;845;738;349;170;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.2438;94;10.912;13.3883;0;0;0;0;0;0;0;0;43;0;112;11;3678;0;0;62;0;3782;0;0;74;0;3770;0;0;749;0;3095
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;7;78.8018;93.8007;56.9927;788;476;156;58;30;22;22;22;7;7;0;0;0;0;0;0;0;0;0;85.2916;87;9.33963;9.49463;0;0;0;0;0;0;29;0;3;0;4;40;3797;0;0;16;10;3818;0;0;23;7;3814;0;0;153;0;3691
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;8;90.1714;98.1714;65.7471;816;728;628;548;433;359;312;291;228;224;176;175;129;127;125;124;119;105;72;74.0851;60;12.0668;18.5485;1;1;1;0;0;0;992;0;446;0;796;562;2040;311;0;929;353;2251;43;0;1314;105;2382;0;0;1658;0;2186
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;9;82.2627;93.6046;50.1322;853;733;469;347;227;143;22;19;19;18;16;16;16;16;14;14;14;14;14;77.6418;60;11.6305;21.1325;0;0;0;0;0;0;41;0;263;0;219;409;2953;109;0;165;185;3385;71;0;145;73;3555;0;0;654;0;3190
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;10;80.7929;94.3408;62.737;919;863;744;689;623;569;507;470;443;437;412;379;361;334;313;263;220;193;180;85.0973;90;11.1731;12.2017;2;1;1;0;0;0;0;0;566;0;48;1205;2025;184;0;332;725;2603;0;0;272;881;2691;0;0;281;900;2663
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;11;86.8429;98.2279;66.2034;890;825;689;579;458;391;365;348;346;330;293;278;273;254;247;175;171;141;94;80.3881;76;12.5633;13.3078;2;2;2;0;0;0;0;0;641;0;270;726;2207;182;0;695;256;2711;0;0;857;330;2657;0;0;855;599;2390
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;12;77.4467;88.1035;55.9253;961;901;697;592;506;438;383;288;282;240;221;211;193;191;173;172;171;171;149;79.1883;76;14.0363;14.3939;2;1;1;0;0;0;0;0;69;0;36;1377;2362;1;0;0;1369;2474;0;0;0;1306;2538;0;0;0;222;3622
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;13;66.8205;78.9888;48.9113;886;805;589;546;501;496;458;443;424;384;367;322;318;308;291;273;271;256;170;83.1563;90;17.2666;18.5738;0;0;0;0;0;0;0;0;88;0;40;1592;2124;1;0;24;2514;1305;0;0;0;2146;1698;5;0;0;1500;2339
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;14;80.5976;91.5258;63.5567;998;941;894;877;811;783;739;713;680;645;586;560;550;526;495;490;488;480;427;81.4009;90;19.6592;21.4581;11;4;3;1;1;1;378;0;1103;0;114;1497;1130;964;0;172;1682;1026;913;0;221;1646;1064;1261;0;203;1525;855
