Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
D:\_summer\projekts\20130626\testproject\18\01.bmp;18;88.8824;101.933;76.6134;721;500;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90.7945;90;7.6215;7.66281;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;19;79.2271;96.0515;70.4547;641;300;14;14;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;99.1834;100;7.31784;7.36327;0;0;0;0;0;0;0;0;0;0;10;0;3834;0;0;28;0;3816;0;0;34;0;3810;0;0;437;0;3407;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;20;100.675;112.572;86.2568;804;691;402;344;321;274;184;184;182;181;181;181;179;162;147;76;76;20;0;87.629;82;15.7801;16.7543;2;2;1;0;0;0;10;484;10;0;203;105;3526;0;0;302;41;3501;0;0;340;0;3504;0;0;944;0;2900;0;2;1
D:\_summer\projekts\20130626\testproject\18\01.bmp;21;75.6337;97.6483;70.7544;758;613;415;313;284;172;152;147;138;131;129;125;123;104;96;86;71;17;17;109.153;120;9.24305;14.2519;5;3;2;0;0;0;0;787;0;0;584;252;3008;0;0;852;207;2785;4;0;994;155;2691;0;0;2231;194;1419;0;2;1
D:\_summer\projekts\20130626\testproject\18\01.bmp;22;77.531;96.4175;70.1707;820;672;486;373;323;287;252;228;217;217;202;195;193;191;171;107;107;79;78;103.103;94;12.5886;15.5357;6;3;1;0;0;0;0;903;0;0;426;538;2880;0;0;735;460;2649;15;0;964;384;2481;0;0;1959;474;1411;0;2;1
D:\_summer\projekts\20130626\testproject\18\01.bmp;23;86.782;101.466;76.1189;770;611;378;241;123;81;60;41;37;26;26;23;22;22;18;18;10;10;10;94.3926;86;13.4352;15.8416;2;2;2;0;0;0;12;465;0;0;451;34;3359;0;0;599;24;3221;0;0;709;12;3123;0;0;1325;19;2500;0;2;1
D:\_summer\projekts\20130626\testproject\18\01.bmp;24;92.589;106.074;79.6938;852;659;342;300;251;225;173;107;107;106;104;98;70;70;69;68;66;65;59;90.5874;93;14.3511;14.5525;2;2;0;0;0;0;0;56;0;0;11;389;3444;0;0;111;356;3377;0;0;208;344;3292;0;0;654;400;2790;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;25;90.0362;107.305;80.2924;642;336;77;40;40;40;3;3;0;0;0;0;0;0;0;0;0;0;0;98.2133;94;7.60742;8.69652;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;2;0;3842;0;0;138;5;3701;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;26;88.4334;106.675;79.7255;575;203;93;93;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100.63;103;9.21009;9.51013;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;27;104.824;115.526;89.0265;565;310;197;140;89;39;20;16;16;15;0;0;0;0;0;0;0;0;0;84.4061;94;9.49337;13.4978;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;28;92.328;105.021;79.9961;658;314;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90.5302;90;5.48405;5.50963;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;29;82.4813;97.2128;72.9123;653;348;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96.3171;100;5.01957;6.22601;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;1;0;3843;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;30;81.5125;100.425;74.4971;989;940;827;776;731;687;642;618;593;588;554;508;423;385;361;345;328;229;180;104.089;120;16.505;22.9269;24;12;5;4;4;2;0;252;345;0;1155;1068;1276;814;0;997;957;1076;1136;0;874;843;991;1120;0;1352;820;552;1;2;1
D:\_summer\projekts\20130626\testproject\18\01.bmp;31;79.828;100.574;74.6204;1042;1008;938;916;850;799;727;705;694;661;619;524;494;475;448;432;382;351;172;108.626;120;15.5429;19.2608;27;13;6;3;3;3;0;655;599;0;1573;811;861;1240;0;1422;605;577;1669;0;1376;383;416;630;0;2559;645;10;1;2;1
D:\_summer\projekts\20130626\testproject\18\01.bmp;32;76.0884;96.6769;70.4469;1048;927;844;762;729;703;667;652;630;610;553;521;500;464;424;399;374;370;287;106.981;120;14.5556;19.5297;22;13;2;3;1;1;0;14;647;0;851;1038;1308;1251;0;726;823;1044;1510;0;766;654;914;1122;0;1670;863;189;1;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;33;79.0395;99.4116;73.1389;1015;962;890;802;759;726;651;595;556;530;479;474;467;417;377;372;270;241;235;106.636;120;14.1844;19.4894;17;9;4;4;4;3;0;316;400;0;1094;598;1752;683;0;1506;269;1386;838;0;1801;142;1063;634;0;3022;188;0;1;2;1
D:\_summer\projekts\20130626\testproject\18\01.bmp;34;66.3952;89.3639;63.993;1061;1034;1008;990;974;933;840;806;786;772;716;681;630;620;389;339;309;295;190;114.478;120;10.8873;12.208;19;11;6;1;1;1;0;1124;104;0;1153;2261;326;379;0;999;2273;193;627;0;882;2209;126;416;0;94;3334;0;1;2;1
D:\_summer\projekts\20130626\testproject\18\01.bmp;35;56.231;79.5604;56.4048;960;877;802;759;707;629;518;466;370;305;265;261;188;173;148;145;112;105;53;120.278;136;19.3286;24.9168;8;5;2;0;0;0;0;1245;88;0;190;2612;954;122;0;232;2582;908;137;0;287;2657;763;0;0;426;3156;262;1;2;1
D:\_summer\projekts\20130626\testproject\18\01.bmp;36;84.2151;100.119;74.5609;873;643;512;464;457;385;297;266;259;196;174;156;13;12;11;11;11;0;0;97.5512;80;16.1075;23.8239;1;1;1;0;0;0;0;678;6;0;368;583;2887;0;0;617;511;2716;0;0;732;489;2623;0;0;979;806;2059;0;2;1
D:\_summer\projekts\20130626\testproject\18\01.bmp;37;99.6673;110.912;84.3559;687;440;180;119;100;66;64;32;30;30;0;0;0;0;0;0;0;0;0;85.6283;90;8.90885;9.92395;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;24;0;3820;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;38;90.704;103.704;78.0796;667;378;21;8;8;8;8;8;8;8;0;0;0;0;0;0;0;0;0;90.4649;90;4.99602;5.01761;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;39;76.0617;96.3486;68.5343;678;531;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103.292;94;9.82341;13.5228;0;0;0;0;0;0;0;0;0;0;0;1;3843;0;0;10;0;3834;0;0;20;0;3824;0;0;299;0;3545;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;40;80.7729;101.542;75.8569;1027;984;905;892;844;821;779;743;698;679;584;532;506;420;392;387;344;268;238;108.913;120;15.8853;19.3726;35;16;6;2;2;2;0;276;737;0;1810;866;431;1435;0;1560;682;167;1941;0;1398;492;13;1719;0;1168;957;0;2;1;1
D:\_summer\projekts\20130626\testproject\18\01.bmp;41;81.8541;100.764;74.23;989;889;721;680;635;581;563;542;526;514;468;393;378;341;288;281;271;265;236;102.758;120;15.8777;23.4404;19;9;3;2;2;2;0;104;705;0;824;509;1806;1283;0;820;242;1499;1469;0;1055;57;1263;1176;0;2243;57;368;1;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;42;86.6899;103.538;77.5226;1022;1000;889;826;792;787;746;724;661;651;632;612;598;582;559;501;497;469;461;100.465;120;20.3702;28.2253;38;15;5;4;2;2;0;499;858;0;1169;790;1027;1406;0;1002;635;801;1883;0;895;366;700;2062;0;1506;46;230;1;2;1
D:\_summer\projekts\20130626\testproject\18\01.bmp;43;89.1017;108.344;83.3431;1085;1063;1012;991;951;885;809;794;748;744;707;684;655;622;606;558;410;375;348;106.476;120;15.8373;20.8274;51;23;6;11;8;4;0;466;1325;0;1344;1007;168;2187;0;887;750;20;2676;0;706;459;3;2617;0;1126;101;0;2;1;1
D:\_summer\projekts\20130626\testproject\18\01.bmp;44;87.1537;105.171;80.2981;1103;1085;1039;1004;981;962;906;884;869;842;798;777;726;704;617;598;565;526;473;104.134;120;18.7734;24.5814;43;15;5;8;7;4;0;503;1211;0;1489;924;220;2213;0;1027;546;58;2831;0;732;250;31;2149;0;1513;182;0;2;1;1
D:\_summer\projekts\20130626\testproject\18\01.bmp;45;51.3176;75.8106;54.7552;851;739;633;571;517;463;405;355;306;266;230;229;206;172;147;105;103;72;35;127.867;125;16.2042;16.4559;13;6;3;1;1;1;252;0;162;0;350;2413;919;217;0;415;2075;1137;294;0;477;2061;1012;12;0;187;3491;154;1;1;1
D:\_summer\projekts\20130626\testproject\18\01.bmp;46;63.6163;84.212;62.3892;752;671;549;417;303;260;175;150;140;117;51;51;26;26;26;0;0;0;0;117.074;125;22.8466;24.1826;2;1;1;0;0;0;4;434;14;0;405;1493;1932;0;0;670;1145;2029;0;0;786;1143;1915;0;0;987;1344;1513;0;2;1
D:\_summer\projekts\20130626\testproject\18\01.bmp;47;82.1821;97.5908;73.1015;898;766;553;475;250;159;67;46;25;22;15;15;0;0;0;0;0;0;0;98.6311;90;17.3428;19.3724;1;1;1;1;1;1;8;1141;13;0;767;256;2808;6;0;974;148;2716;0;0;1119;123;2602;0;0;2252;0;1592;0;2;1
D:\_summer\projekts\20130626\testproject\18\01.bmp;48;78.7464;95.2575;69.3213;918;773;499;425;269;198;99;65;52;42;13;13;13;13;13;0;0;0;0;98.5572;94;12.1706;12.996;3;2;2;2;1;1;0;712;38;0;730;49;3027;34;0;912;4;2894;0;0;1062;0;2782;0;0;2149;0;1695;0;2;1
D:\_summer\projekts\20130626\testproject\18\01.bmp;49;77.0408;94.5492;68.0853;717;401;117;96;92;60;55;36;35;28;12;12;12;0;0;0;0;0;0;99.4573;94;9.12611;10.6337;0;0;0;0;0;0;0;0;0;0;194;94;3556;0;0;329;58;3457;0;0;449;34;3361;0;0;1413;0;2431;0;2;1
D:\_summer\projekts\20130626\testproject\18\01.bmp;50;82.4404;97.295;72.237;805;697;540;408;351;261;163;115;89;65;42;40;36;16;12;0;0;0;0;91.7471;88;19.2033;19.5656;1;1;0;0;0;0;0;0;0;0;300;162;3382;0;0;628;39;3177;0;0;659;48;3137;0;0;1213;148;2483;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;51;80.3913;97.6069;70.5263;831;714;554;448;312;230;129;105;58;36;11;0;0;0;0;0;0;0;0;95.1207;103;15.8934;17.7398;0;0;0;0;0;0;0;0;0;0;27;5;3812;0;0;24;0;3820;0;0;31;0;3813;0;0;595;0;3249;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;52;84.6602;101.302;73.0336;755;635;412;214;147;109;88;67;51;51;51;51;51;51;9;9;9;9;9;96.6704;90;12.7907;14.426;1;1;1;0;0;0;0;0;0;0;20;266;3558;0;0;38;185;3621;0;0;31;158;3655;0;0;126;30;3688;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;53;67.5198;88.3052;58.9409;867;726;590;526;451;400;294;266;208;196;122;101;95;82;78;63;18;11;11;104.957;97;11.768;14.206;3;1;0;0;0;0;0;0;0;0;174;913;2757;0;0;315;722;2807;16;0;426;575;2827;0;0;1857;304;1683;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;54;65.4683;89.1675;56.8645;854;751;598;521;394;346;320;304;268;268;238;177;176;153;114;102;100;46;46;105.653;105;10.8826;10.9022;7;5;2;0;0;0;0;0;0;0;55;1142;2647;0;0;197;1055;2592;0;0;356;1072;2416;0;0;834;1506;1504;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;55;76.8678;95.6857;68.3343;997;950;784;744;659;574;493;456;412;378;332;304;291;287;162;159;70;70;66;102.695;98;14.7207;15.4513;4;3;2;0;0;0;523;0;198;0;203;538;2905;154;0;487;444;2759;72;0;587;448;2737;0;0;1866;720;1258;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;56;88.3691;98.6681;75.442;675;540;227;88;19;2;1;1;1;1;1;1;1;1;1;1;1;1;1;87.123;78;16.0232;18.439;0;0;0;0;0;0;72;0;2;0;3;0;3839;0;0;18;0;3826;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;57;104.657;111.037;87.0653;765;640;174;132;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76.1857;76;11.7278;11.7293;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;58;108.186;113.837;87.8829;828;758;445;378;321;291;237;190;22;10;0;0;0;0;0;0;0;0;0;73.6878;68;12.0047;13.2843;0;0;0;0;0;0;0;1295;0;0;61;0;3783;0;0;92;0;3752;0;0;122;0;3722;0;0;408;0;3436;0;2;1
D:\_summer\projekts\20130626\testproject\18\01.bmp;59;108.825;119.156;91.1699;933;864;756;678;542;378;289;225;194;182;158;156;133;96;92;87;80;79;78;83.8775;60;19.2722;30.6871;1;1;1;0;0;0;0;1463;1;0;1051;86;2706;5;0;1157;72;2610;0;0;1240;47;2557;0;0;1468;0;2376;0;1;1
D:\_summer\projekts\20130626\testproject\18\01.bmp;60;82.9701;96.268;70.5747;814;710;389;295;89;31;3;2;0;0;0;0;0;0;0;0;0;0;0;87.737;88;16.1562;16.1584;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;61;79.9857;95.5591;68.4503;773;554;213;33;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;88.0336;60;19.3944;34.0915;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;62;80.5572;102.184;68.5671;748;600;289;156;89;57;55;53;49;40;11;10;8;8;0;0;0;0;0;99.3184;103;8.02747;8.83164;0;0;0;0;0;0;0;0;0;0;0;146;3698;0;0;0;93;3751;0;0;0;62;3782;0;0;12;0;3832;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;63;67.961;93.026;54.9672;776;660;359;229;199;180;157;44;42;0;0;0;0;0;0;0;0;0;0;101.258;99;8.47818;8.77367;0;0;0;0;0;0;0;0;0;0;0;404;3440;0;0;0;140;3704;0;0;0;41;3803;0;0;5;0;3839;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;64;91.7713;113.352;78.4573;872;769;598;555;449;425;423;414;413;405;388;387;385;382;360;357;317;313;308;99.6922;99;20.5145;20.5262;5;3;2;0;0;0;0;0;112;0;191;27;3514;62;0;228;0;3554;0;0;117;0;3727;0;0;152;0;3692;1;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;65;99.5515;118.637;84.6522;963;912;763;722;693;656;529;488;454;446;372;273;273;265;238;234;219;218;218;93.1844;98;13.5871;14.4155;3;3;2;0;0;0;56;0;171;0;265;7;3401;15;0;249;0;3580;0;0;17;0;3827;0;0;60;0;3784;1;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;66;104.716;112.484;86.3972;711;537;449;422;386;378;285;284;258;239;193;190;140;119;104;99;92;66;66;77.1467;78;13.0979;13.1257;1;1;0;0;0;0;576;0;86;0;58;3;3697;7;0;88;0;3749;0;0;15;0;3829;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;67;105.22;109.652;86.8965;704;368;121;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71.3319;78;7.21281;9.82339;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;68;104.325;109.399;86.3587;694;339;123;79;72;62;29;26;22;22;0;0;0;0;0;0;0;0;0;72.9113;78;7.69377;9.22474;0;0;0;0;0;0;0;51;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;69;101.525;111.893;82.8564;859;744;547;481;365;295;283;264;259;247;151;111;87;83;81;58;57;16;15;81.2014;53;15.8857;32.371;0;0;0;0;0;0;0;808;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;70;50.2323;56.7318;47.5531;809;636;438;434;380;326;271;132;74;72;37;32;0;0;0;0;0;0;0;115.687;180;48.2981;80.4362;0;0;0;0;0;0;451;0;0;0;0;2611;1233;0;0;0;2454;1390;0;0;0;2423;1421;0;0;384;2489;971;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;71;84.5174;100.256;70.9233;809;707;328;213;133;98;63;0;0;0;0;0;0;0;0;0;0;0;0;88.0234;88;16.3856;16.3856;0;0;0;0;0;0;450;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;99;0;3745;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;72;89.7674;108.734;75.847;802;705;489;306;206;113;18;0;0;0;0;0;0;0;0;0;0;0;0;92.9212;103;12.5548;16.1007;0;0;0;0;0;0;475;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;73;80.0861;105.453;65.7864;827;757;433;357;260;157;100;95;94;94;94;94;94;0;0;0;0;0;0;98.3278;99;4.09708;4.15188;0;0;0;0;0;0;428;0;0;0;10;0;3834;0;0;5;0;3839;0;0;0;0;3844;0;0;0;0;3844;1;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;74;81.5916;105.758;68.1103;815;665;450;372;318;246;209;119;77;77;49;45;45;44;42;19;0;0;0;98.5268;99;4.91442;4.93715;1;1;0;0;0;0;90;0;0;0;35;0;3809;0;0;19;0;3825;0;0;0;0;3844;0;0;0;0;3844;1;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;75;84.6215;109.023;69.5801;887;780;608;433;282;256;149;126;124;120;64;64;62;44;44;44;41;41;41;96.6327;105;9.44928;12.6222;1;0;0;0;0;0;225;0;52;0;88;0;3704;20;0;112;0;3712;0;0;43;0;3801;0;0;0;0;3844;1;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;76;89.6618;108.598;74.2544;849;760;605;558;502;448;375;345;263;258;221;217;198;47;41;0;0;0;0;92.672;102;9.52782;13.3347;0;0;0;0;0;0;897;0;0;0;136;0;3708;0;0;24;0;3820;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;77;100.614;109.06;83.044;721;585;278;221;173;169;110;83;19;19;19;17;10;10;9;0;0;0;0;77.3509;78;11.8196;11.8374;0;0;0;0;0;0;463;0;0;0;254;0;3590;0;0;49;0;3795;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;78;100.332;112.096;82.563;752;501;295;203;179;157;116;116;116;92;49;21;0;0;0;0;0;0;0;81.186;78;12.0293;12.4442;0;0;0;0;0;0;464;0;0;0;113;0;3731;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;79;104.755;116.458;85.3647;902;809;572;486;448;420;368;349;295;253;221;137;127;99;69;68;68;21;14;81.2599;78;13.1047;13.5042;1;1;1;0;0;0;132;573;0;0;431;0;3413;0;0;475;0;3369;0;0;211;0;3633;0;0;240;0;3604;1;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;80;32.9162;38.8486;36.1847;373;257;207;203;199;180;42;12;11;3;0;0;0;0;0;0;0;0;0;162.061;180;40.2424;44.0608;0;0;0;0;0;0;0;0;0;0;0;3572;272;0;0;0;3464;380;0;0;0;3455;389;0;0;48;3683;113;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;81;74.0458;98.9246;59.3254;761;614;333;252;165;123;57;3;2;2;0;0;0;0;0;0;0;0;0;97.7633;99;4.00652;4.1931;0;0;0;0;0;0;6;0;0;0;0;4;3840;0;0;0;0;3844;0;0;0;0;3844;0;0;5;0;3839;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;82;76.8411;96.1184;63.4217;895;773;485;323;68;17;0;0;0;0;0;0;0;0;0;0;0;0;0;95.3587;97;5.15915;5.41398;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;83;79.2313;98.7695;65.4794;985;894;690;529;306;91;69;31;30;0;0;0;0;0;0;0;0;0;0;95.2107;90;5.35392;7.47148;0;0;0;0;0;0;48;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;84;75.9292;100.772;61.0029;878;804;283;150;58;43;35;35;32;31;26;23;22;0;0;0;0;0;0;97.4461;99;4.08171;4.36755;0;0;0;0;0;0;357;0;0;0;30;0;3814;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;85;76.82;101.711;60.6795;664;541;309;212;147;146;110;110;36;34;3;2;2;0;0;0;0;0;0;96.4472;96;4.77308;4.79399;0;0;0;0;0;0;575;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;86;80.8299;103.516;66.16;811;661;391;179;112;107;90;89;82;81;80;78;56;0;0;0;0;0;0;96.1605;96;7.12682;7.12863;0;0;0;0;0;0;257;0;0;0;8;0;3836;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;87;77.0057;104.182;61.2825;826;702;202;85;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;97.987;98;3.98466;3.98468;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;88;79.7089;102.865;65.1847;929;822;569;370;219;185;148;144;140;136;98;94;87;0;0;0;0;0;0;96.7999;98;5.84395;5.96592;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;89;85.4945;108.001;67.4547;904;807;471;316;174;155;155;150;149;149;149;149;139;139;117;117;91;51;51;92.7617;96;10.2165;10.7176;2;2;1;0;0;0;0;0;52;0;190;2;3600;16;0;272;0;3556;0;0;220;0;3624;0;0;328;26;3490;1;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;90;37.0445;44.9207;39.5952;540;403;269;269;170;119;22;0;0;0;0;0;0;0;0;0;0;0;0;154.04;180;33.2346;42.1737;0;0;0;0;0;0;0;0;0;0;0;3349;495;0;0;0;3205;639;0;0;0;3202;642;0;0;34;3448;362;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;91;92.9246;106.145;76.1418;759;717;546;451;314;183;102;70;57;53;29;27;0;0;0;0;0;0;0;84.4971;60;15.238;28.8524;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;46;0;3798;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;92;97.0146;110.833;83.097;839;801;681;520;442;386;350;295;263;260;234;180;175;166;89;21;21;21;20;89.6236;97;12.9197;14.8776;0;0;0;0;0;0;0;0;0;0;2;0;3842;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;93;101.696;116.072;87.6558;846;805;649;518;423;345;327;300;225;181;133;126;119;80;80;78;35;35;35;90.0887;90;11.039;11.0394;0;0;0;0;0;0;0;0;17;0;0;0;3827;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;94;77.7521;99.9071;65.9134;821;664;222;109;87;17;17;17;17;17;17;17;9;0;0;0;0;0;0;99.1163;103;5.52305;6.75213;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;95;84;105.703;68.5091;914;828;632;527;452;392;309;253;159;147;117;106;0;0;0;0;0;0;0;95.2591;98;7.71291;8.18556;0;0;0;0;0;0;514;0;0;0;0;46;3798;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;96;86.8939;110.438;72.9599;828;622;315;240;167;108;75;46;38;0;0;0;0;0;0;0;0;0;0;97.488;105;7.43074;10.5669;0;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;97;91.1915;114.686;75.5052;851;739;524;447;282;267;170;145;84;77;65;58;58;57;57;57;56;55;48;95.6522;98;8.07643;8.41085;1;1;1;0;0;0;0;0;30;0;24;0;3790;0;0;33;0;3811;0;0;17;0;3827;0;0;62;0;3782;0;2;0
D:\_summer\projekts\20130626\testproject\18\01.bmp;98;94.9542;109.751;79.8369;968;930;833;797;706;651;541;469;455;417;323;259;200;186;167;163;127;127;114;90.4636;98;12.7365;14.7997;1;1;1;0;0;0;0;0;89;0;192;37;3526;0;0;310;4;3530;0;0;292;17;3535;0;0;498;96;3250;1;2;0
